Arumah,Arumah,32.154887,35.318192
Arvad,Arvad,34.856082,35.858485
Ashan,Ashan,31.8099,34.9365
Ashdod,Ashdod,31.803,34.635115
Azotus,Ashdod,31.803,34.635115
Ashkelon,Ashkelon,31.662405,34.547228
Ashkenaz,Ashkenaz,40.6,44.6
Ashnah,Ashnah,31.8099,34.9365
Ashtaroth,Ashtaroth,32.833333,36.016667
Ashteroth Karnaim,Ashteroth Karnaim,32.766667,36.016667
Asia,Asia,39.23,32.73
Askelon,Askelon,31.662405,34.547228
Assos,Assos,39.48955,26.335867
Asshur,Assyria,36.35941,43.152887
Assyria,Assyria,36.35941,43.152887
Ataroth,Ataroth,31.6,35.7
Ataroth 2,Ataroth 2,31.858918,35.128313
Atarothadar,Atarothadar,31.858918,35.128313
Atarothaddar,Atarothaddar,31.858918,35.128313
Atharim,Atharim,30.880918,34.63062
Athens,Athens,37.983333,23.733333
Atroth Shophan,Atroth-Shophan,31.9617,35.9115
Attalia,Attalia,36.880826,30.694566
Avith,Avith,30.734691,35.60625
Avva,Avva,34.467725,41.964955
Avvim,Avvim,31.535774,35.0941
Azal,Azal,31.778095,35.247198
Azekah,Azekah,31.700639,34.936186
Azmon,Azmon,30.958506,34.3805
Aznothtabor,Aznothtabor,32.686956,35.390913
Azzah,Azzah,31.524818,34.433365
Baalah,Baalah,31.244952,34.840889
Baalath,Baalath,31.927451,35.055378
Baalath 2,Baalath 2,31.927451,35.055378
Baalathbeer,Baalathbeer,32.049953,35.733402
Baalhazor,Baalhazor,31.979434,35.279229
Baalmeon,Baalmeon,31.679454,35.734892
Beon,Baalmeon,31.679454,35.734892
Baalpeor,Baalpeor,31.765031,35.718566
Baalperazim,Baalperazim,31.756332,35.223059
Baalshalishah,Baalshalishah,32.029737,35.222604
Baaltamar,Baaltamar,31.823781,35.231009
Baalzephon,Baalzephon,29.938441,32.395473
Babylon,Babylon,32.536504,44.420883
Babel,Babylon,32.536504,44.420883
Baharum,Baharum,31.824736,35.388486
Bahurim,Bahurim,31.824736,35.388486
Balah,Balah,31.244952,34.840889
Bamoth,Bamoth,31.765031,35.718566
Bamothbaal,Bamothbaal,31.765031,35.718566
Bashan,Bashan,32.800076,35.937301
Bathrabbim,Bathrabbim,31.80052,35.809019
Beautiful Gate,Beautiful Gate,31.777444,35.234935
Beer,Beer,30.998062,35.498547
Beerelim,Beerelim,30.998062,35.498547
Beerlahairoi,Beerlahairoi,30.687711,34.494796
Beeroth,Beeroth,31.900074,35.216688
Beeroth Benejaakan,Beeroth Benejaakan,30.317396,35.407152
Beersheba,Beersheba,31.244952,34.840889
Beneberak,Beneberak,32.035782,34.827108
Benejaakan,Benejaakan,30.806584,34.642639
Benjamin Gate,Benjamin Gate,31.777444,35.234935
Berea,Berea,40.5167,22.2
Berothah,Berothah,33.93148,36.152049
Besor,Besor,31.398056,34.436667
Betah,Betah,33.93148,36.152049
Beten,Beten,32.934736,35.270799
Beth Shemesh,Beth Shemesh,31.752748,34.976609
Bethabara beyond Jordan,Bethabara beyond Jordan,31.836321,35.5526
Bethanath,Bethanath,33.146864,35.427134
Bethanoth,Bethanoth,31.558456,35.124483
Bethany,Bethany,31.771666,35.262122
Betharabah,Betharabah,31.84332,35.50649
Betharbel,Betharbel,32.561011,35.84783
Bethaven,Bethaven,31.895717,35.253098
Bethazmaveth,Bethazmaveth,31.834203,35.260706
Bethbiri,Bethbiri,31.391668,34.940502
Bethcar,Bethcar,31.832739,35.180163
Bethdagon,Bethdagon,31.908,34.775
Bethdagon 2,Bethdagon 2,32.899561,35.107928
Betheden,Betheden,33.519299,36.31345
Betheked,Betheked,32.555963,35.330789
Allonbachuth,Bethel,31.930539,35.221033
Elbethel,Bethel,31.930539,35.221033
Bethel,Bethel,31.930539,35.221033
Luz,Bethel,31.930539,35.221033
Bethel 2,Bethel 2,32.049953,35.733402
Bethemek,Bethemek,32.978855,35.167096
Bethesda,Bethesda,31.777444,35.234935
Bethezel,Bethezel,31.743719,34.694006
Bethgamul,Bethgamul,31.519692,35.844714
Bethhaccherem,Bethhaccherem,31.665911,35.241516
Bethhaggan,Bethhaggan,32.584183,35.182292
Bethharam,Bethharan,31.816667,35.583333
Bethharan,Bethharan,31.816667,35.583333
Bethhoron,Bethhoron,31.858918,35.128313
Bethjesimoth,Bethjesimoth,31.776911,35.598657
Bethlebaoth,Bethlebaoth,31.391668,34.940502
Bethlehem,Bethlehem,31.705361,35.210266
Bethlehemjudah,Bethlehem,31.705361,35.210266
Ephrath,Bethlehem,31.705361,35.210266
Bethlehem 2,Bethlehem 2,32.735379,35.189704
Bethmillo,Bethmillo,32.213691,35.281799
Bethpazzez,Bethpazzez,32.463499,35.303683
Bethpelet,Bethpelet,31.215418,34.942986
Bethpeor,Bethpeor,31.656099,35.71187
Bethphage,Bethphage,31.790383,35.256672
Bethsaida,Bethsaida,32.907848,35.626973
Bethshan,Bethshan,32.504238,35.503077
Bethshemesh,Bethshemesh,31.752748,34.976609
Bethshemesh 2,Bethshemesh 2,32.40643,35.504628
Bethshemesh 3,Bethshemesh 3,33.146864,35.427134
Bethshittah,Bethshittah,32.552496,35.438257
Bethtappuah,Bethtappuah,31.52973,35.050377
Bethtogarmah,Bethtogarmah,40.065539,45.036328
Bethuel,Bethuel,32.049953,35.733402
Bethul,Bethul,32.049953,35.733402
Bethzur,Bethzur,31.596107,35.10262
Betonim,Betonim,32.0105,35.706297
beyond the Jordan,Beyond the Jordan,31.836321,35.5526
Beyond the River,Beyond the River,31.777444,35.234935
Bezek,Bezek,31.898029,34.952878
Bezek 2,Bezek 2,32.3667,35.4
Bezer,Bezer,32.516137,36.488291
Bilhah,Bilhah,31.244952,34.840889
Bithynia,Bithynia,40.905503,30.685778
Biziothiah,Biziothiah,31.244952,34.840889
Borashan,Borashan,31.8099,34.9365
Bozez,Bozez,31.857165,35.287147
Bozkath,Bozkath,31.564851,34.846726
Bozrah,Bozrah,30.734691,35.60625
Broad Wall,Broad Wall,31.777444,35.234935
river of Egypt,Brook of Egypt,31.032047,33.854957
Brook of the Arabah,Brook of the Arabah,35.136204,36.749488
Brook of the Willows,Brook of the Willows,32.309099,35.5599
brook Zered,Brook Zered,30.925457,35.80307
Buz,Buz,26.625139,37.919663
Cabbon,Cabbon,31.5,34.7667
Cabul,Cabul,32.865661,35.211814
Cabul 2,Cabul 2,32.865661,35.211814
Caesarea,Caesarea,32.499545,34.892185
Caesarea Philippi,Caesarea Philippi,33.24806,35.694637
house of Caiaphas,Caiaphas' Palace,31.774416,35.228294
the hall,Caiaphas' Palace,31.774416,35.228294
palace,Caiaphas' Palace,31.774416,35.228294
courtyard,Caiaphas' Palace,31.774416,35.228294
Calah,Calah,36.142884,43.312178
Calneh,Calneh,32.127213,45.229995
Cana,Cana,32.747015,35.338772
Canaan,Canaan,31.69353,34.843883
Capernaum,Capernaum,32.880594,35.575158
Cappadocia,Cappadocia,36.731904,35.486302
Carchemish,Carchemish,36.829282,38.015761
Carmel,Carmel,31.433332,35.133332
Casiphia,Casiphia,35.136204,36.749488
Cenchrea,Cenchrea,37.884604,22.99336
Chaldea,Chaldea,30.962052,46.103742
Chebar,Chebar,33.159129,44.06293
Chepharammoni,Chepharammoni,31.966667,35.25
Chephirah,Chephirah,31.836401,35.095272
Cherith,Cherith,32.309099,35.5599
Cherub,Cherub,32.536504,44.420883
Chesalon,Chesalon,31.781049,35.05113
Chesil,Chesil,32.049953,35.733402
Chesulloth,Chesulloth,32.683231,35.324694
Achzib,Chezib,31.7,35
Chezib,Chezib,31.7,35
Chilmad,Chilmad,36.35941,43.152887
Chinnereth,Chinnereth,32.806776,35.589361
Chinneroth,Chinneroth,32.806776,35.589361
Chios,Chios,38.44484,26.063302
Chitlish,Chitlish,31.823337,34.777779
Chorazin,Chorazin,32.909092,35.552923
Church of All Nations,Church of All Nations,31.779227,35.239628
Church of the Holy Sepulchre,Church of the Holy Sepulchre,31.778444,35.22975
Cilicia,Cilicia,36.918027,34.891534
City of David,City of David,31.773611,35.235556
City of Salt,City of Salt,31.461525,35.392411
Clauda,Clauda,34.84351,24.091671
Cnidus,Cnidus,36.685023,27.374394
Colossae,Colossae,37.783333,29.25
Colosse,Colossae,37.783333,29.25
Corinth,Corinth,37.905957,22.877882
Corner Gate,Corner Gate,31.777444,35.234935
Cos,Cos,36.80467,27.08994
country of the Gadarenes,Country of the Gadarenes,32.838888,35.665054
Crete,Crete,35.171239,25.007204
Cush,Cush,21.959788,31.343557
Cushan,Cushan,21.959788,31.343557
Cuth,Cuth,32.733333,44.666667
Cyprus,Cyprus,35.018306,33.207693
Chittim,Cyprus,35.018306,33.207693
Cyrene,Cyrene,32.824979,21.858301
Dabbesheth,Dabbesheth,33,35.266682
Daberath,Daberath,32.691713,35.37171
Dalmatia,Dalmatia,43.515484,16.071538
Damascus,Damascus,33.519299,36.31345
Dan,Dan,33.24866,35.652483
Dannah,Dannah,31.561025,34.975472
Dead Sea,Dead Sea,31.538593,35.482268
Debir,Debir,31.41667,34.96667
Debir 2,Debir 2,31.816662,35.349994
Decapolis,Decapolis,33.519299,36.31345
Dedan,Dedan,26.625139,37.919663
Derbe,Derbe,37.35092,33.271418
Dibongad,Dibon,31.474206,35.713806
Dibon,Dibon,31.474206,35.713806
Dibon 2,Dibon 2,31.1858,34.96745
Dilean,Dilean,31.564851,34.846726
Dimnah,Dimnah,32.781808,35.321364
Dimonah,Dimonah,31.1858,34.96745
Dinhabah,Dinhabah,30.336614,35.529889
Diviners,Diviners,32.213691,35.281799
Dizahab,Dizahab,28.507836,34.516339
Dophkah,Dophkah,28.770015,33.40046
Dor,Dor,32.613236,34.918897
Dothan,Dothan,32.420643,35.180198
Dragon Spring,Dragon Spring,31.777444,35.234935
Dumah,Dumah,31.43827,34.982762
Dumah 2,Dumah 2,27.4,37.7
Dung Gate,Dung Gate,31.777444,35.234935
Dura,Dura,32.536504,44.420883
East,East,31.950189,35.924131
East Gate,East Gate,31.777444,35.234935
Ebenezer,Ebenezer,31.832739,35.180163
Ebez,Ebez,32.261621,35.328129
Ebronah,Ebronah,29.758043,35.030602
Ecbatana,Ecbatana,34.798311,48.514966
Edar,Edar,31.705361,35.210266
Edar 2,Edar 2,31.1858,34.96745
Eden,Eden,30.613613,48.500519
Edom,Edom,30.734691,35.60625
Seir,Edom,30.734691,35.60625
Edrei,Edrei,32.624137,36.098997
Eglaim,Eglaim,30.998062,35.498547
Eglon,Eglon,31.5,34.7667
Egypt,Egypt,30.108086,31.33822
Ein Gedi,Ein Gedi,31.461525,35.392411
Ekron,Ekron,31.777614,34.852146
Elam,Elam,32.189191,48.257886
Elath,Elath,29.528502,35.005732
Elealeh,Elealeh,31.813796,35.824275
EleloheIsrael,EleloheIsrael,32.202298,35.293505
Elim,Elim,29.306194,32.980924
Ellasar,Ellasar,37.056944,40.997222
Elon,Elon,31.973818,35.116531
Elonbethhanan,Elonbethhanan,31.852593,35.109078
Elparan,Elparan,29.151667,33.541944
Eltekeh,Eltekeh,31.869521,35.06688
Eltekon,Eltekon,31.66057,34.995406
Eltolad,Eltolad,32.049953,35.733402
Emekkeziz,Emekkeziz,31.837062,35.513151
Emmaus,Emmaus,31.83945,34.989529
Enam,Enam,32.15,35.126
Endor,Endor,32.6257,35.385667
Eneglaim,Eneglaim,30.998062,35.498547
Engannim,Engannim,31.75,34.950106
Engannim 2,Engannim 2,32.463499,35.303683
Hazezontamar,Engedi,31.461525,35.392411
Hazazontamar,Engedi,31.461525,35.392411
Engedi,Engedi,31.461525,35.392411
Enhaddah,Enhaddah,32.478425,35.254452
Enhakkore,Enhakkore,31.752748,34.976609
Enhazor,Enhazor,33.1,35.35
Enrogel,Enrogel,31.767775,35.234408
Enshemesh,Enshemesh,31.77402,35.270231
Ephah,Ephah,28.932881,34.90832
Ephesdammim,Ephesdammim,31.691186,34.944496
Ephesus,Ephesus,37.953314,27.367825
Ephraim Gate,Ephraim Gate,31.777444,35.234935
Ephron,Ephron,31.675746,35.042407
Erech,Erech,32.322222,45.636111
Esau,Esau,30.734691,35.60625
Esek,Esek,31.391291,34.56057
Eshan,Eshan,31.420175,35.033537
Eshtaol,Eshtaol,31.782429,35.009012
Etam,Etam,31.736294,35.05485
Etam 2,Etam 2,31.370835,34.860665
Etam 3,Etam 3,31.686465,35.17474
Etham,Etham,30.467511,32.282767
Ether,Ether,31.8099,34.9365
Ethiopia,Ethiopia,21.959788,31.343557
Ethkazin,Ethkazin,32.781808,35.321364
Euphrates,Euphrates,35.090577,40.42778
Ezem,Ezem,32.049953,35.733402
Eziongaber,Eziongaber,29.662847,35.027161
The field of blood,Field of Blood,31.777444,35.234935
Fish Gate,Fish Gate,31.777444,35.234935
Fountain Gate,Fountain Gate,31.777444,35.234935
Gaash,Gaash,32.121473,35.150392
the Pavement,Gabbatha,31.779907,35.232307
Gabbatha,Gabbatha,31.779907,35.232307
Galatia,Galatia,37.578135,32.453183
Galilee,Galilee,32.706745,35.301528
Gallim,Gallim,31.816667,35.25
Gamad,Gamad,34.856082,35.858485
garden,Garden of Gethsemane,31.77966,35.239605
Garden of Gethsemane,Garden of Gethsemane,31.77966,35.239605
Gethsemane,Garden of Gethsemane,31.77966,35.239605
Garden Tomb,Garden Tomb,31.783853,35.229978
Gareb,Gareb,31.777444,35.234935
Gate of Benjamin,Gate of Benjamin,31.777444,35.234935
Gate of Ephraim,Gate of Ephraim,31.777444,35.234935
Gate of the Foundation,Gate of the Foundation,31.777444,35.234935
Gate of the Guard,Gate of the Guard,31.777444,35.234935
Gate of Yeshanah,Gate of Yeshanah,31.777444,35.234935
Gath,Gath,31.69353,34.843883
Gathhepher,Gathhepher,32.739185,35.328227
Gathrimmon,Gathrimmon,32.069722,34.883056
Gaza,Gaza,31.524818,34.433365
Geba,Geba,31.857878,35.259755
Gebal,Gebal,34.119104,35.646142
Gebim,Gebim,31.8,35.25
Gederah,Gederah,31.823337,34.777779
Gederoth,Gederoth,31.823337,34.777779
Gederothaim,Gederothaim,31.823337,34.777779
Gedor,Gedor,31.63333,35.083333
Gedor 2,Gedor 2,31.823337,34.777779
Gennesaret,Gennesaret,32.859359,35.509937
Gerar,Gerar,31.391291,34.56057
Geruth Chimham,Geruth Chimham,31.705361,35.210266
Geshur,Geshur,33,36.41667
Geshuri,Geshuri,33,36.41667
Gezer,Gezer,31.876111,34.9225
Giah,Giah,31.869005,35.343177
Gibbethon,Gibbethon,31.976623,35.004896
Gibeah,Gibeah,31.823781,35.231009
Gibeah 2,Gibeah 2,31.433332,35.133332
Gibeathelohim,Gibeathelohim,31.930539,35.221033
Gibeon,Gibeon,31.846848,35.184912
Gidom,Gidom,31.93466,35.297063
Gihon,Gihon,30.208938,50.72937
Gihon 2,Gihon 2,31.773116,35.237186
Gilboa,Gilboa,32.516667,35.4
Gilead,Gilead,32.042523,35.724241
Gilgal,Gilgal,31.863783,35.518547
Gilgal 2,Gilgal 2,32.029737,35.222604
Giloh,Giloh,31.616667,35.083333
Gimzo,Gimzo,31.928659,34.943219
Gittaim,Gittaim,31.963575,34.952536
Goah,Goah,31.777444,35.234935
Gog,Gog,46,47
Golan,Golan,32.800076,35.937301
Golan Heights,Golan Heights,32.800076,35.937301
Golgotha,Golgotha,31.778904,35.228659
Gomorrah,Gomorrah,31.136942,35.521545
Gomorrha,Gomorrah,31.136942,35.521545
Goshen,Goshen,30.728502,31.804692
Goshen 2,Goshen 2,31.45,34.916667
Gozan,Gozan,36.840013,40.06889
Greece,Greece,37.983333,23.733333
Gur,Gur,32.45,35.2833
Gurbaal,Gurbaal,30.734691,35.60625
Habor,Habor,36.344972,40.789333
Hachilah,Hachilah,31.466604,35.216691
Hadadrimmon,Hadadrimmon,32.524106,35.205136
Hadashah,Hadashah,31.679512,34.695903
Hadid,Hadid,31.963575,34.952536
Hadrach,Hadrach,33.519299,36.31345
Haeleph,Haeleph,31.792733,35.196862
Pihahiroth,Hahiroth,29.94658,32.425144
Hai,Hai,31.916978,35.261226
Halah,Halah,36.344972,40.789333
Halhul,Halhul,31.579549,35.099103
Hali,Hali,32.934736,35.270799
Hall of Pillars,Hall of Pillars,31.777444,35.234935
Hall of the Throne,Hall of the Throne,31.777444,35.234935
Ham 2,Ham 2,30.108086,31.33822
Hamath,Hamath,35.136204,36.749488
Hammath,Hammath,33.125828,35.165
Hamonah,Hamonah,31.496845,35.782841
Hanes,Hanes,29.085425,30.934402
Hannathon,Hannathon,32.916002,35.426637
Hara,Hara,36.344972,40.789333
Haradah,Haradah,30.25,34.64
Haran,Haran,36.863864,39.032197
Charran,Haran,36.863864,39.032197
Harmon,Harmon,32.280231,35.197929
Harod,Harod,32.549638,35.355647
Haroshethhagoyim,Haroshethhagoyim,32.691177,35.110039
Hashmonah,Hashmonah,30.55,34.54
Hauran,Hauran,32.800076,35.937301
Havilah,Havilah,30.14,35.22
Havothjair,Havothjair,32.042523,35.724241
Hazaraddar,Hazaraddar,30.9522,34.7187
Hazarenan,Hazarenan,34.229499,37.240077
Hazargaddah,Hazargaddah,31.162327,35.057114
Hazarshual,Hazarshual,31.215418,34.942986
Hazarsusah,Hazarsusah,31.391668,34.940502
Hazarsusim,Hazarsusim,31.391668,34.940502
Hazerhatticon,Hazerhatticon,35.136204,36.749488
Hazeroth,Hazeroth,28.916667,34.483333
Hazor,Hazor,33.017182,35.568049
Hazor 2,Hazor 2,30.687713,34.494796
Hazor 3,Hazor 3,31.162327,35.057114
Hazor 4,Hazor 4,31.833333,35.2
Hazorhadattah,Hazorhadattah,31.162327,35.057114
Kirjatharba,Hebron,31.535774,35.0941
Hebron,Hebron,31.535774,35.0941
Helam,Helam,32.184373,35.70287
Helbah,Helbah,34.066067,35.865801
Helbon,Helbon,33.664912,36.248576
Helech,Helech,34.856082,35.858485
Heleph,Heleph,33.134416,35.332157
Helkath,Helkath,32.955448,35.211971
Helkathhazzurim,Helkathhazzurim,31.880126,35.280188
Hena,Hena,34.467725,41.964955
Hepher,Hepher,32.3667,34.8833
Heres,Heres,32.199983,35.633313
Hereth,Hereth,31.621492,35.029273
Herodium,Herodium,31.665833,35.241389
Heshbon,Heshbon,31.80052,35.809019
Heshmon,Heshmon,31.215418,34.942986
Hethlon,Hethlon,34.73799,36.340918
Hierapolis,Hierapolis,37.924517,29.124525
Hobah,Hobah,33.5,36.466667
Holon,Holon,31.583333,34.95
Holon 2,Holon 2,31.501003,35.920631
Holy Place,Holy Place,31.777444,35.234935
Horeb,Horeb,28.539722,33.973333
Horem,Horem,33.166667,35.433333
Horesh,Horesh,31.451139,35.088403
Horhagidgad,Horhagidgad,30.358285,35.19027
Hormah,Hormah,31.334211,34.641266
Horonaim,Horonaim,31.288056,35.515
Horse Gate,Horse Gate,31.777444,35.234935
Hosah,Hosah,32.178502,35.22758
House of the Forest,House of the Forest,31.777444,35.234935
House of the Forest of Lebanon,House of the Forest of Lebanon,31.777444,35.234935
Hukkok,Hukkok,32.882153,35.496694
Humtah,Humtah,31.535774,35.0941
Ibleam,Ibleam,32.45,35.2833
Iconium,Iconium,37.88353,32.494263
Idalah,Idalah,32.733333,35.166667
Idumaea,Idumaea,30.734691,35.60625
Iim,Iim,31.496845,35.782841
Ijeabarim,Ijeabarim,30.995122,35.631409
Ijon,Ijon,33.328044,35.611875
Illyricum,Illyricum,43.515484,16.071538
Immer,Immer,36.35941,43.152887
India,India,22,77
Iphtah,Iphtah,31.8099,34.9365
Irpeel,Irpeel,31.869343,35.197712
Israel,Israel,31.046051,34.851612
Italy,Italy,41.9,12.483333
Ithlah,Ithlah,31.823593,35.075769
Ithnan,Ithnan,32.049953,35.733402
Ituraea,Ituraea,33.41616,35.857256
Ivvah,Ivvah,34.467725,41.964955
Jabbok,Jabbok,32.193237,35.676305
Jabeshgilead,Jabeshgilead,32.379822,35.611587
Jabez,Jabez,31.705361,35.210266
Jabneel,Jabneel,31.865518,34.746856
Jabneel 2,Jabneel 2,32.7,35.5
Jaffa Gate,Jaffa Gate,31.776528,35.227694
Jagur,Jagur,31.1858,34.96745
Jahaz,Jahaz,31.501003,35.920631
Jair,Jair,32.042523,35.724241
Janim,Janim,31.516667,35.166667
Janoah,Janoah,33.260246,35.302915
Janoah 2,Janoah 2,32.155895,35.361606
Japhia,Japhia,32.691633,35.274955
Jarmuth,Jarmuth,31.709269,34.969954
Jarmuth 2,Jarmuth 2,32.555963,35.330789
Jattir,Jattir,31.401439,35.069413
Javan,Javan,37.953314,27.367825
Jazer,Jazer,31.94353,35.72777
Jehud,Jehud,32.033636,34.889599
Jekabzeel,Jekabzeel,31.1858,34.96745
Jericho,Jericho,31.870601,35.443864
Jeruel,Jeruel,31.572903,35.406346
Salem,Jerusalem,31.777444,35.234935
Sion,Jerusalem,31.777444,35.234935
Zion,Jerusalem,31.777444,35.234935
Jerusalem,Jerusalem,31.777444,35.234935
Jeshanah,Jeshanah,31.980029,35.229709
Jeshimon,Jeshimon,31.461525,35.392411
Jeshua,Jeshua,31.162327,35.057114
his own new tomb,Jesus' Tomb,31.778489,35.229592
sepulchre,Jesus' Tomb,31.778489,35.229592
Jetur,Jetur,33.41616,35.857256
Jezreel,Jezreel,31.535774,35.0941
Jezreel 2,Jezreel 2,32.555963,35.330789
Jezreel 3,Jezreel 3,32.555963,35.330789
Jogbehah,Jogbehah,32.028743,35.862887
Jokdeam,Jokdeam,31.366667,35
Jokneam,Jokneam,32.664546,35.108918
Joktheel,Joktheel,31.564851,34.846726
Joppa,Joppa,32.05352,34.750426
Jordan,Jordan,31.887306,35.537682
Jordan River,Jordan River,32.711111,35.571389
plain of Jordan,Jordan Valley,32.309099,35.5599
Jotbah,Jotbah,29.758043,35.030602
Jotbathah,Jotbathah,29.81071,35.131531
Judaea,Judaea,31.777444,35.234935
Judaean,Judaean,31.777444,35.234935
Juttah,Juttah,31.45,35.083333
Kabzeel,Kabzeel,31.1858,34.96745
Enmishpat,Kadeshbarnea,30.687713,34.494796
Kadesh,Kadeshbarnea,30.687713,34.494796
Bered,Kadeshbarnea,30.687712,34.494796
Kadesh 2,Kadesh 2,34.558327,36.522943
Kadeshbarnea,Kadeshbarnea,30.687713,34.494796
Kain,Kain,31.5,35.166667
Kamon,Kamon,32.042523,35.724241
Kanah,Kanah,32.138219,35.038971
Karka,Karka,30.958506,34.3805
Karkaa,Karkaa,30.958506,34.3805
Karkor,Karkor,32.184373,35.70287
Kartan,Kartan,33.125828,35.165
Kedar,Kedar,27.4,37.7
Kedemoth,Kedemoth,31.646073,35.894537
Kedesh,Kedesh,33.112984,35.533613
Kehelathah,Kehelathah,30.13,34.68
Keilah,Keilah,31.614175,35.002752
Kenath,Kenath,32.756919,36.6164
Nophah,Kenath,32.756919,36.6164
Nobah,Kenath,32.756919,36.6164
Keriothhezron,Keriothhezron,31.162327,35.057114
Kibrothhattaavah,Kibrothhattaavah,28.916667,34.5
Kibzaim,Kibzaim,31.833333,35.3
Kidron,Kidron,31.772134,35.236596
brook Cedron,Kidron Valley,31.772134,35.236596
Kinah,Kinah,31.1858,34.96745
king's dale,King's Dale,31.777444,35.234935
Kir,Kir,31.181326,35.702148
Kiriathaim,Kiriathaim,31.583333,35.7
Kiriathaim 2,Kiriathaim 2,33.125828,35.165
Kiriathjearim,Kiriathjearim,31.771104,34.993812
Kirjathhuzoth,Kirjathhuzoth,31.765031,35.718566
Kirjathjearim,Kirjathjearim,31.771104,34.993812
Kishion,Kishion,32.559061,35.246206
Kishon,Kishon,32.761948,35.064096
Kitron,Kitron,32.753141,35.279335
Koa,Koa,34.798311,48.514966
Kue,Kue,36.918027,34.891534
Kursi,Kursi,32.838888,35.665054
Laban,Laban,31.8099,34.9365
Lachish,Lachish,31.564851,34.846726
Lahmam,Lahmam,31.566667,34.9
Laishah,Laishah,31.8,35.25
Lakkum,Lakkum,32.686956,35.390913
land of the Chaldaeans,Land of the Chaldaeans,32.154687,48.647461
Laodicea,Laodicea,37.769867,29.064501
LaSaron,LaSaron,32.72544,35.467002
Lasea,Lasea,34.934917,24.809199
Lasha,Lasha,31.718148,35.584826
Lebanon,Lebanon,33.752479,35.590804
Lebaoth,Lebaoth,31.391668,34.940502
Lebkamai,Lebkamai,30.962052,46.103742
Lebonah,Lebonah,32.07077,35.239871
Lehi,Lehi,31.752748,34.976609
Libnah,Libnah,29.90599,34.670105
Libnah 2,Libnah 2,31.564851,34.846726
Libya,Libya,32.824979,21.858301
Lodebar,Lodebar,32.662488,35.783568
